# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct  3 09:14:11 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,glat,glon,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
Kepler-1010 b,Kepler-1010,1,1,0,Transit,2016,34.26857050,0.00011810,-0.00011810,0,0.193000,,,0,2.320,0.440,-0.180,0,5.99000,,,0,M-R relationship,0.000000,,,0,477,,,0,89.070,,,0,,5253.00,67.75,-80.75,0,0.82,0.05,-0.04,0,0.86,0.04,-0.04,0,[Fe/H],4.55,0.03,-0.07,0,19h16m46.22s,289.1926026,+44d08m57.54s,44.1493165,14.30978,75.54157,579.2730000,7.2590000,-7.0840000,14.9640000,0.1830000,-0.1830000,12.7710000,0.0240000,-0.0240000,14.6875000,0.0002960,-0.0002960
Kepler-1011 b,Kepler-1011,1,1,0,Transit,2016,5.75322197,0.00000942,-0.00000942,0,0.063300,,,0,2.870,0.290,-0.440,0,8.60000,,,0,M-R relationship,0.000000,,,0,920,,,0,85.360,,,0,,5416.00,95.50,-130.93,0,0.88,0.09,-0.05,0,0.91,0.04,-0.04,0,[Fe/H],4.52,0.04,-0.09,0,19h49m36.37s,297.4015491,+46d49m26.39s,46.8239976,10.34778,80.61187,736.7790000,13.0620000,-12.6230000,15.2940000,0.1260000,-0.1260000,13.3610000,0.0310000,-0.0310000,15.2028000,0.0006430,-0.0006430
Kepler-1012 b,Kepler-1012,1,1,0,Transit,2016,5.50860439,0.00001151,-0.00001151,0,0.058500,,,0,1.290,0.080,-0.060,0,2.21000,,,0,M-R relationship,0.000000,,,0,934,,,0,82.780,,,0,,5556.00,77.89,-67.52,0,0.91,0.05,-0.04,0,0.95,0.03,-0.04,0,[Fe/H],4.50,0.03,-0.05,0,19h17m11.09s,289.2962253,+46d27m28.76s,46.4579889,15.17668,77.75547,411.0770000,2.3490000,-2.3220000,13.4860000,0.1140000,-0.1140000,11.6640000,0.0160000,-0.0160000,13.3154000,0.0002890,-0.0002890
Kepler-1013 b,Kepler-1013,1,1,0,Transit,2016,18.93054959,0.00004672,-0.00004672,0,0.137000,,,0,2.150,0.360,-0.200,0,5.27000,,,0,M-R relationship,0.000000,,,0,766,,,0,89.070,,,0,,4954.00,77.29,-81.88,0,0.76,0.03,-0.03,0,0.81,0.04,-0.04,0,[Fe/H],4.59,0.02,-0.04,0,19h20m59.54s,290.2481023,+44d26m07.06s,44.4352935,13.73979,76.13159,422.2460000,3.1570000,-3.1120000,14.5630000,0.1830000,-0.1830000,12.2890000,0.0190000,-0.0190000,14.4077000,0.0003860,-0.0003860
Kepler-1014 b,Kepler-1014,1,1,0,Transit,2016,16.57110363,0.00003817,-0.00003817,0,0.121000,,,0,2.390,0.210,-0.250,0,6.30000,,,0,M-R relationship,0.000000,,,0,614,,,0,89.160,,,0,,5388.00,68.87,-66.36,0,0.84,0.07,-0.05,0,0.88,0.04,-0.05,0,[Fe/H],4.54,0.04,-0.09,0,19h00m29.28s,285.1219875,+44d06m37.92s,44.1105331,16.98722,74.32695,624.8000000,6.6380000,-6.5030000,14.8660000,0.1720000,-0.1720000,12.8980000,0.0330000,-0.0330000,14.6265000,0.0003470,-0.0003470
Kepler-1015 b,Kepler-1015,1,1,0,Transit,2016,16.00494214,0.00004175,-0.00004175,0,0.139600,,,0,3.550,1.320,-0.660,0,12.30000,,,0,M-R relationship,0.000000,,,0,1040,,,0,89.960,,,0,,6769.00,136.36,-197.14,0,1.81,0.67,-0.34,0,1.49,0.22,-0.15,0,[Fe/H],4.09,0.14,-0.21,0,19h31m01.75s,292.7573088,+43d25m36.64s,43.4268439,11.67457,75.99888,739.3570000,14.7880000,-14.2280000,12.8250000,0.0800000,-0.0800000,11.6840000,0.0190000,-0.0190000,12.7586000,0.0002490,-0.0002490
Kepler-1016 b,Kepler-1016,1,2,0,Transit,2016,1.95452434,0.00000331,-0.00000331,0,0.030700,,,0,2.180,0.370,-0.280,0,5.39000,,,0,M-R relationship,0.000000,,,0,1540,,,0,82.980,,,0,,5821.00,177.41,-169.89,0,1.00,0.17,-0.10,0,0.99,0.08,-0.07,0,[Fe/H],4.44,0.07,-0.13,0,19h38m27.29s,294.6136890,+45d59m04.66s,45.9846265,11.65065,78.93727,1402.8200000,59.1750000,-59.1750000,15.5310000,0.0920000,-0.0920000,13.7280000,0.0470000,-0.0470000,15.3193000,0.0004340,-0.0004340
Kepler-1016 c,Kepler-1016,1,2,0,Transit,2016,105.65513690,0.00054520,-0.00054520,0,0.438900,,,0,3.680,0.650,-0.370,0,13.10000,,,0,M-R relationship,0.000000,,,0,407,,,0,89.740,,,0,,5821.00,177.41,-169.89,0,1.00,0.17,-0.10,0,0.99,0.08,-0.07,0,[Fe/H],4.44,0.07,-0.13,0,19h38m27.29s,294.6136890,+45d59m04.66s,45.9846265,11.65065,78.93727,1402.8200000,59.1750000,-59.1750000,15.5310000,0.0920000,-0.0920000,13.7280000,0.0470000,-0.0470000,15.3193000,0.0004340,-0.0004340
Kepler-1017 b,Kepler-1017,1,1,0,Transit,2016,7.23400469,0.00001433,-0.00001433,0,0.070200,,,0,1.990,0.290,-0.120,0,4.62000,,,0,M-R relationship,0.000000,,,0,831,,,0,89.930,,,0,,5473.00,93.16,-81.05,0,0.87,0.03,-0.03,0,0.93,0.04,-0.04,0,[Fe/H],4.53,0.02,-0.03,0,18h53m52.63s,283.4692990,+40d07m57.07s,40.1325185,16.65844,69.99200,552.0580000,4.5570000,-4.4840000,14.3150000,0.0920000,-0.0920000,12.3960000,0.0300000,-0.0300000,14.1153000,0.0002150,-0.0002150
Kepler-1018 b,Kepler-1018,1,1,0,Transit,2016,49.10135140,0.00018760,-0.00018760,0,0.253000,,,0,2.580,0.300,-0.190,0,7.18000,,,0,M-R relationship,0.000000,,,0,498,,,0,89.430,,,0,,5518.00,61.16,-57.64,0,0.88,0.10,-0.06,0,0.91,0.04,-0.06,0,[Fe/H],4.52,0.04,-0.11,0,18h54m23.22s,283.5967317,+45d24m28.32s,45.4078654,18.46206,75.19311,1010.0100000,25.1800000,-24.0050000,15.1030000,0.0580000,-0.0580000,13.3730000,0.0430000,-0.0430000,15.0142000,0.0003560,-0.0003560
Kepler-1019 b,Kepler-1019,1,1,0,Transit,2016,1.41122985,0.00000075,-0.00000075,0,0.022100,,,0,1.460,0.050,-0.160,0,2.73000,,,0,M-R relationship,0.000000,,,0,1164,,,0,78.730,,,0,,4433.00,43.73,-45.09,0,0.67,0.02,-0.04,0,0.70,0.03,-0.05,0,[Fe/H],4.64,0.02,-0.03,0,18h54m52.22s,283.7175909,+47d12m15.77s,47.2043818,18.99813,77.00583,194.1820000,0.5100000,-0.5070000,13.8820000,0.0690000,-0.0690000,11.0030000,0.0170000,-0.0170000,13.5934000,0.0005390,-0.0005390
Kepler-102 b,Kepler-102,1,5,0,Transit,2014,5.28696500,0.00001200,-0.00001200,0,0.055210,0.000490,-0.000490,0,0.460,0.026,-0.026,0,1.10000,,,1,Mass,0.100000,,,1,857,20,-20,0,89.780,0.220,-0.220,0,,4909.00,98.00,-98.00,0,0.72,0.02,-0.02,0,0.80,0.02,-0.02,0,[Fe/H],4.60,0.01,-0.01,0,18h45m55.79s,281.4824731,+47d12m28.17s,47.2078263,20.43475,76.48359,107.7960000,0.2200000,-0.2190000,12.0720000,0.0270000,-0.0270000,9.3510000,0.0110000,-0.0110000,11.4784000,0.0002480,-0.0002480
Kepler-102 c,Kepler-102,1,5,0,Transit,2014,7.07139200,0.00002200,-0.00002200,0,0.067020,0.000590,-0.000590,0,0.567,0.028,-0.028,0,1.70000,,,1,Mass,0.094000,,,1,777,18,-18,0,89.820,0.150,-0.150,0,,4909.00,98.00,-98.00,0,0.72,0.02,-0.02,0,0.80,0.02,-0.02,0,[Fe/H],4.60,0.01,-0.01,0,18h45m55.79s,281.4824731,+47d12m28.17s,47.2078263,20.43475,76.48359,107.7960000,0.2200000,-0.2190000,12.0720000,0.0270000,-0.0270000,9.3510000,0.0110000,-0.0110000,11.4784000,0.0002480,-0.0002480
Kepler-102 d,Kepler-102,1,5,0,Transit,2014,10.31176700,0.00000410,-0.00000410,0,0.086180,0.000760,-0.000760,0,1.154,0.058,-0.058,0,3.00000,1.30000,-1.30000,0,Mass,0.092000,,,1,686,16,-16,0,89.490,0.110,-0.110,0,,4909.00,98.00,-98.00,0,0.72,0.02,-0.02,0,0.80,0.02,-0.02,0,[Fe/H],4.60,0.01,-0.01,0,18h45m55.79s,281.4824731,+47d12m28.17s,47.2078263,20.43475,76.48359,107.7960000,0.2200000,-0.2190000,12.0720000,0.0270000,-0.0270000,9.3510000,0.0110000,-0.0110000,11.4784000,0.0002480,-0.0002480
Kepler-102 e,Kepler-102,1,5,0,Transit,2013,16.14569940,0.00000220,-0.00000220,0,0.116200,0.001000,-0.001000,0,2.170,0.110,-0.110,0,4.70000,1.80000,-1.80000,0,Mass,0.089000,,,1,590,14,-14,0,89.488,0.051,-0.051,0,,4909.00,98.00,-98.00,0,0.72,0.02,-0.02,0,0.80,0.02,-0.02,0,[Fe/H],4.60,0.01,-0.01,0,18h45m55.79s,281.4824731,+47d12m28.17s,47.2078263,20.43475,76.48359,107.7960000,0.2200000,-0.2190000,12.0720000,0.0270000,-0.0270000,9.3510000,0.0110000,-0.0110000,11.4784000,0.0002480,-0.0002480
Kepler-102 f,Kepler-102,1,5,0,Transit,2014,27.45359200,0.00006000,-0.00006000,0,0.165600,0.001500,-0.001500,0,0.861,0.022,-0.022,0,4.30000,,,1,Mass,0.100000,,,1,495,11,-11,0,89.320,0.037,-0.037,0,,4909.00,98.00,-98.00,0,0.72,0.02,-0.02,0,0.80,0.02,-0.02,0,[Fe/H],4.60,0.01,-0.01,0,18h45m55.79s,281.4824731,+47d12m28.17s,47.2078263,20.43475,76.48359,107.7960000,0.2200000,-0.2190000,12.0720000,0.0270000,-0.0270000,9.3510000,0.0110000,-0.0110000,11.4784000,0.0002480,-0.0002480
Kepler-1020 b,Kepler-1020,1,1,0,Transit,2016,96.91514960,0.00036320,-0.00036320,0,0.387800,,,0,2.280,0.080,-0.090,0,5.82000,,,0,M-R relationship,0.000000,,,0,325,,,0,89.710,,,0,,5227.00,66.71,-60.63,0,0.80,0.02,-0.02,0,0.87,0.03,-0.03,0,[Fe/H],4.57,0.02,-0.02,0,19h30m41.39s,292.6724710,+46d22m38.20s,46.3772776,13.02867,78.68313,415.3580000,4.1060000,-4.1060000,14.2110000,0.1370000,-0.1370000,12.1500000,0.0210000,-0.0210000,13.9833000,0.0002530,-0.0002530
Kepler-1021 b,Kepler-1021,1,1,0,Transit,2016,13.47469571,0.00003210,-0.00003210,0,0.103400,,,0,2.330,0.250,-0.180,0,6.04000,,,0,M-R relationship,0.000000,,,0,634,,,0,89.960,,,0,,5431.00,143.14,-143.99,0,0.86,0.09,-0.06,0,0.89,0.05,-0.05,0,[Fe/H],4.53,0.05,-0.09,0,19h40m49.18s,295.2048999,+42d33m34.81s,42.5596699,9.68610,76.04997,810.0820000,19.6730000,-18.7770000,15.2070000,0.0800000,-0.0800000,13.3320000,0.0380000,-0.0380000,15.1734000,0.0006780,-0.0006780
Kepler-1022 b,Kepler-1022,1,1,0,Transit,2016,10.99469878,0.00001880,-0.00001880,0,0.080500,,,0,2.360,0.080,-0.280,0,6.17000,,,0,M-R relationship,0.000000,,,0,512,,,0,89.710,,,0,,4445.00,49.47,-51.77,0,0.68,0.02,-0.03,0,0.71,0.03,-0.04,0,[Fe/H],4.64,0.02,-0.03,0,19h17m24.49s,289.3520595,+46d58m25.08s,46.9736345,15.34767,78.26128,420.0420000,5.6640000,-5.5190000,15.7580000,0.0800000,-0.0800000,12.8210000,0.0220000,-0.0220000,15.3772000,0.0004730,-0.0004730
Kepler-1023 b,Kepler-1023,1,1,0,Transit,2016,62.13877140,0.00021990,-0.00021990,0,0.301000,,,0,2.630,0.300,-0.180,0,7.41000,,,0,M-R relationship,0.000000,,,0,524,,,0,89.520,,,0,,5494.00,75.28,-98.69,0,0.89,0.10,-0.05,0,0.93,0.04,-0.04,0,[Fe/H],4.51,0.04,-0.10,0,19h16m07.13s,289.0297232,+49d46m10.93s,49.7697034,16.63901,80.85082,694.1750000,12.3450000,-11.9280000,14.7121000,0.0459000,-0.0459000,12.7620000,0.0300000,-0.0300000,14.5020000,0.0002570,-0.0002570
Kepler-1024 b,Kepler-1024,1,1,0,Transit,2016,66.41621330,0.00035380,-0.00035380,0,0.303300,,,0,3.910,0.270,-0.260,0,14.50000,,,0,M-R relationship,0.000000,,,0,376,,,0,89.700,,,0,,5143.00,126.73,-76.37,0,0.78,0.04,-0.05,0,0.81,0.04,-0.05,0,[Fe/H],4.57,0.04,-0.06,0,19h27m48.25s,291.9510277,+38d15m05.91s,38.2516419,9.89663,71.01226,1087.4000000,50.4600000,-50.4600000,16.2720000,0.2400000,-0.2400000,14.0500000,0.0670000,-0.0670000,16.0064000,0.0006110,-0.0006110
Kepler-1025 b,Kepler-1025,1,1,0,Transit,2016,37.32294930,0.00013630,-0.00013630,0,0.334400,,,0,1.980,0.410,-0.220,0,4.58000,,,0,M-R relationship,0.000000,,,0,1654,,,0,88.920,,,0,,6089.00,102.40,-95.52,0,1.13,0.23,-0.12,0,1.09,0.08,-0.07,0,[Fe/H],4.37,0.08,-0.14,0,18h58m02.45s,284.5102140,+43d57m41.63s,43.9615628,17.34224,74.01370,803.7760000,25.0750000,-25.0750000,13.6950000,0.0800000,-0.0800000,12.2170000,0.0220000,-0.0220000,13.5557000,0.0002690,-0.0002690
Kepler-1026 b,Kepler-1026,1,1,0,Transit,2016,36.51560530,0.00010370,-0.00010370,0,0.197700,,,0,2.210,0.330,-0.150,0,5.52000,,,0,M-R relationship,0.000000,,,0,425,,,0,89.110,,,0,,4948.00,85.79,-89.37,0,0.75,0.03,-0.04,0,0.79,0.04,-0.04,0,[Fe/H],4.59,0.02,-0.04,0,18h54m25.27s,283.6053012,+39d59m52.54s,39.9979286,16.51184,69.90191,351.2390000,2.5960000,-2.5600000,14.4630000,0.0920000,-0.0920000,12.0770000,0.0270000,-0.0270000,14.2019000,0.0004730,-0.0004730
Kepler-1027 b,Kepler-1027,2,1,0,Transit,2016,1.90780520,0.00000246,-0.00000246,0,0.029500,,,0,0.890,0.040,-0.020,0,0.64000,,,0,M-R relationship,0.000000,,,0,1268,,,0,86.740,,,0,,5436.00,66.85,-58.48,0,0.82,0.02,-0.02,0,0.91,0.03,-0.02,0,[Fe/H],4.57,0.01,-0.01,0,19h10m17.08s,287.5711746,+42d48m49.74s,42.8138159,14.84869,73.78894,405.1040000,4.9760000,-4.8590000,12.9940000,0.0800000,-0.0800000,11.1190000,0.0130000,-0.0130000,12.8401000,0.0002320,-0.0002320
Kepler-1028 b,Kepler-1028,1,1,0,Transit,2016,2.51462432,0.00000495,-0.00000495,0,0.035400,,,0,1.330,0.150,-0.110,0,2.33000,,,0,M-R relationship,0.000000,,,0,1217,,,0,88.780,,,0,,5522.00,102.65,-78.23,0,0.87,0.10,-0.07,0,0.90,0.05,-0.06,0,[Fe/H],4.52,0.05,-0.10,0,19h18m22.34s,289.5931004,+49d46m52.48s,49.7812447,16.30795,81.00863,607.9160000,6.4670000,-6.3350000,14.6110000,0.0920000,-0.0920000,12.6300000,0.0230000,-0.0230000,14.3098000,0.0002710,-0.0002710
Kepler-1029 b,Kepler-1029,1,1,0,Transit,2016,4.41769648,0.00000890,-0.00000890,0,0.047000,,,0,1.260,0.080,-0.070,0,2.13000,,,0,M-R relationship,0.000000,,,0,790,,,0,78.170,,,0,,5030.00,68.38,-91.81,0,0.77,0.04,-0.04,0,0.82,0.04,-0.04,0,[Fe/H],4.58,0.02,-0.05,0,19h28m31.89s,292.1328738,+41d32m50.92s,41.5474786,11.25011,74.07265,366.6560000,2.5695000,-2.5695000,14.4340000,0.1500000,-0.1500000,12.1690000,,,14.3009000,0.0002230,-0.0002230
Kepler-103 b,Kepler-103,1,2,0,Transit,2014,15.96532870,0.00000920,-0.00000920,0,0.132230,0.000850,-0.001300,0,3.486,0.057,-0.054,0,9.80000,3.90000,-3.90000,0,Mass,0.093000,,,1,973,13,-13,0,87.914,0.073,-0.072,0,,6009.00,64.00,-64.00,0,1.49,0.02,-0.02,0,1.21,0.02,-0.03,0,[Fe/H],4.16,0.01,-0.01,0,19h15m56.29s,288.9845512,+40d03m52.15s,40.0644857,12.75709,71.65202,494.8320000,5.8940000,-5.7580000,11.8830000,0.0240000,-0.0240000,10.8730000,0.0170000,-0.0170000,12.2466000,0.0001860,-0.0001860
Kepler-103 c,Kepler-103,1,2,0,Transit,2014,179.60978000,0.00020000,-0.00020000,0,0.663900,0.004300,-0.006300,0,5.450,0.180,-0.180,0,38.00000,17.00000,-16.00000,0,Mass,0.095000,,,1,434,6,-6,0,87.704,0.120,-0.055,0,,6009.00,64.00,-64.00,0,1.49,0.02,-0.02,0,1.21,0.02,-0.03,0,[Fe/H],4.16,0.01,-0.01,0,19h15m56.29s,288.9845512,+40d03m52.15s,40.0644857,12.75709,71.65202,494.8320000,5.8940000,-5.7580000,11.8830000,0.0240000,-0.0240000,10.8730000,0.0170000,-0.0170000,12.2466000,0.0001860,-0.0001860
Kepler-1030 b,Kepler-1030,1,1,0,Transit,2016,19.32952416,0.00007474,-0.00007474,0,0.133800,,,0,2.480,0.120,-0.180,0,6.71000,,,0,M-R relationship,0.000000,,,0,529,,,0,89.990,,,0,,4983.00,78.38,-85.01,0,0.76,0.04,-0.04,0,0.80,0.04,-0.04,0,[Fe/H],4.59,0.02,-0.04,0,19h34m43.66s,293.6819098,+45d49m03.09s,45.8175241,12.15345,78.48533,758.7020000,16.8660000,-16.8660000,16.0030000,0.1370000,-0.1370000,13.5780000,0.0410000,-0.0410000,15.7163000,0.0005430,-0.0005430
Kepler-1031 b,Kepler-1031,1,1,0,Transit,2016,1.22621732,0.00000451,-0.00000451,0,0.021800,,,0,0.870,0.210,-0.110,0,0.59000,,,0,M-R relationship,0.000000,,,0,2024,,,0,89.930,,,0,,6011.00,125.91,-133.30,0,1.12,0.27,-0.13,0,1.09,0.10,-0.07,0,[Fe/H],4.38,0.08,-0.17,0,19h44m21.57s,296.0898796,+48d57m19.48s,48.9554121,12.13118,82.10187,682.8820000,,,13.8770000,0.0920000,-0.0920000,12.3530000,0.0250000,-0.0250000,,,
Kepler-1032 b,Kepler-1032,1,1,0,Transit,2016,3.29011795,0.00000505,-0.00000505,0,0.036100,,,0,1.870,0.100,-0.080,0,4.16000,,,0,M-R relationship,0.000000,,,0,802,,,0,89.300,,,0,,4647.00,57.14,-84.37,0,0.71,0.02,-0.02,0,0.77,0.03,-0.03,0,[Fe/H],4.62,0.01,-0.01,0,19h19m43.41s,289.9308779,+40d05m51.76s,40.0977109,12.11568,71.99772,673.0100000,37.5990000,-33.8790000,16.0070000,0.0920000,-0.0920000,13.3010000,0.0340000,-0.0340000,15.7993000,0.0018470,-0.0018470
Kepler-1033 b,Kepler-1033,1,1,0,Transit,2016,7.56052806,0.00002405,-0.00002405,0,0.076100,,,0,2.510,0.410,-0.180,0,6.85000,,,0,M-R relationship,0.000000,,,0,914,,,0,89.920,,,0,,5547.00,59.76,-66.49,0,0.92,0.15,-0.06,0,0.94,0.04,-0.04,0,[Fe/H],4.49,0.05,-0.14,0,18h55m22.82s,283.8450963,+44d36m32.49s,44.6090251,18.01842,74.46962,1455.5000000,88.5800000,-79.1400000,16.1860000,0.3430000,-0.3430000,14.2830000,0.0860000,-0.0860000,15.9289000,0.0006240,-0.0006240
Kepler-1034 b,Kepler-1034,1,1,0,Transit,2016,12.12400943,0.00003320,-0.00003320,0,0.096500,,,0,2.260,0.170,-0.140,0,5.73000,,,0,M-R relationship,0.000000,,,0,675,,,0,89.940,,,0,,5198.00,102.36,-86.25,0,0.80,0.05,-0.05,0,0.83,0.04,-0.04,0,[Fe/H],4.57,0.03,-0.06,0,19h04m27.70s,286.1154093,+37d58m01.01s,37.9669464,13.92633,68.74506,654.5490000,9.4720000,-9.2100000,15.2690000,0.1950000,-0.1950000,13.1580000,0.0310000,-0.0310000,15.0740000,0.0003170,-0.0003170
Kepler-1035 b,Kepler-1035,1,1,0,Transit,2016,2.71407755,0.00000371,-0.00000371,0,0.038600,,,0,1.170,0.280,-0.110,0,1.71000,,,0,M-R relationship,0.000000,,,0,1301,,,0,84.010,,,0,,5763.00,114.35,-121.15,0,0.97,0.23,-0.09,0,0.98,0.06,-0.06,0,[Fe/H],4.45,0.07,-0.17,0,19h16m10.14s,289.0422430,+42d52m57.00s,42.8824991,13.89008,74.30404,562.1160000,20.4070000,-19.0480000,13.0970000,0.0920000,-0.0920000,11.4160000,0.0110000,-0.0110000,13.0054000,0.0010190,-0.0010190
Kepler-1036 b,Kepler-1036,1,1,0,Transit,2016,122.88080580,0.00070900,-0.00070900,0,0.462900,,,0,3.010,0.140,-0.530,0,9.32000,,,0,M-R relationship,0.000000,,,0,326,,,0,89.240,,,0,,5533.00,83.31,-69.58,0,0.89,0.04,-0.03,0,0.95,0.03,-0.04,0,[Fe/H],4.52,0.03,-0.04,0,19h40m43.61s,295.1817093,+49d56m44.94s,49.9458172,13.10893,82.72810,489.4350000,3.8115000,-3.8115000,13.8700000,0.0570000,-0.0570000,12.1240000,0.0220000,-0.0220000,13.7635000,0.0002690,-0.0002690
Kepler-1037 b,Kepler-1037,1,1,0,Transit,2016,1.06378867,0.00000126,-0.00000126,0,0.019800,,,0,1.280,0.090,-0.070,0,2.18000,,,0,M-R relationship,0.000000,,,0,1650,,,0,86.110,,,0,,5105.00,96.95,-70.71,0,0.78,0.04,-0.04,0,0.82,0.04,-0.04,0,[Fe/H],4.57,0.03,-0.05,0,19h45m21.85s,296.3410342,+47d10m15.36s,47.1709335,11.14897,80.57110,446.9140000,3.1260000,-3.1260000,14.4750000,0.1260000,-0.1260000,12.2480000,0.0240000,-0.0240000,14.2311000,0.0005930,-0.0005930
